window,team,cell_x,cell_y,x_center,y_center,count
whole,radiant,34,25,-1375.0,-3625.0,4733
whole,radiant,34,26,-1375.0,-3375.0,5332
whole,radiant,34,27,-1375.0,-3125.0,5281
whole,radiant,34,28,-1375.0,-2875.0,191
whole,radiant,34,29,-1375.0,-2625.0,62
whole,radiant,34,30,-1375.0,-2375.0,11
whole,radiant,34,31,-1375.0,-2125.0,5
whole,radiant,34,32,-1375.0,-1875.0,7
whole,radiant,34,33,-1375.0,-1625.0,18
whole,radiant,34,34,-1375.0,-1375.0,44
whole,radiant,34,35,-1375.0,-1125.0,55
whole,radiant,34,36,-1375.0,-875.0,86
whole,radiant,34,37,-1375.0,-625.0,15
whole,radiant,34,38,-1375.0,-375.0,8
whole,radiant,34,39,-1375.0,-125.0,7
whole,radiant,34,40,-1375.0,125.0,6
whole,radiant,35,7,-1125.0,-8125.0,110
whole,radiant,35,8,-1125.0,-7875.0,179
whole,radiant,35,9,-1125.0,-7625.0,1138
whole,radiant,35,10,-1125.0,-7375.0,436
whole,radiant,35,11,-1125.0,-7125.0,69
whole,radiant,35,12,-1125.0,-6875.0,8
whole,radiant,35,13,-1125.0,-6625.0,1
whole,radiant,35,14,-1125.0,-6375.0,1
whole,radiant,35,15,-1125.0,-6125.0,20
whole,radiant,35,16,-1125.0,-5875.0,14
whole,radiant,35,18,-1125.0,-5375.0,13
whole,radiant,35,19,-1125.0,-5125.0,166
whole,radiant,35,20,-1125.0,-4875.0,249
whole,radiant,35,21,-1125.0,-4625.0,695
whole,radiant,35,22,-1125.0,-4375.0,728
whole,radiant,35,23,-1125.0,-4125.0,38
whole,radiant,35,24,-1125.0,-3875.0,230
whole,radiant,35,25,-1125.0,-3625.0,1566
whole,radiant,35,26,-1125.0,-3375.0,4586
whole,radiant,35,27,-1125.0,-3125.0,11854
whole,radiant,35,28,-1125.0,-2875.0,265
whole,radiant,35,29,-1125.0,-2625.0,118
whole,radiant,35,30,-1125.0,-2375.0,32
whole,radiant,35,31,-1125.0,-2125.0,7
whole,radiant,35,32,-1125.0,-1875.0,6
whole,radiant,35,33,-1125.0,-1625.0,10
whole,radiant,35,34,-1125.0,-1375.0,69
whole,radiant,35,35,-1125.0,-1125.0,104
whole,radiant,35,36,-1125.0,-875.0,77
whole,radiant,35,37,-1125.0,-625.0,29
whole,radiant,35,38,-1125.0,-375.0,13
whole,radiant,35,39,-1125.0,-125.0,7
whole,radiant,35,40,-1125.0,125.0,2
whole,radiant,36,6,-875.0,-8375.0,1
whole,radiant,36,7,-875.0,-8125.0,25
whole,radiant,36,8,-875.0,-7875.0,369
whole,radiant,36,9,-875.0,-7625.0,2400
whole,radiant,36,10,-875.0,-7375.0,713
whole,radiant,36,11,-875.0,-7125.0,65
whole,radiant,36,12,-875.0,-6875.0,11
whole,radiant,36,13,-875.0,-6625.0,3
whole,radiant,36,14,-875.0,-6375.0,1
whole,radiant,36,15,-875.0,-6125.0,14
whole,radiant,36,16,-875.0,-5875.0,5
whole,radiant,36,17,-875.0,-5625.0,1
whole,radiant,36,18,-875.0,-5375.0,4
whole,radiant,36,19,-875.0,-5125.0,15
whole,radiant,36,20,-875.0,-4875.0,26
whole,radiant,36,21,-875.0,-4625.0,181
whole,radiant,36,22,-875.0,-4375.0,173
whole,radiant,36,24,-875.0,-3875.0,33
whole,radiant,36,25,-875.0,-3625.0,446
whole,radiant,36,26,-875.0,-3375.0,1686
whole,radiant,36,27,-875.0,-3125.0,587
whole,radiant,36,28,-875.0,-2875.0,290
whole,radiant,36,29,-875.0,-2625.0,99
whole,radiant,36,30,-875.0,-2375.0,28
whole,radiant,36,31,-875.0,-2125.0,12
whole,radiant,36,32,-875.0,-1875.0,15
whole,radiant,36,33,-875.0,-1625.0,10
whole,radiant,36,34,-875.0,-1375.0,6
whole,radiant,36,35,-875.0,-1125.0,21
whole,radiant,36,36,-875.0,-875.0,41
whole,radiant,36,37,-875.0,-625.0,55
whole,radiant,36,38,-875.0,-375.0,24
whole,radiant,36,39,-875.0,-125.0,1
whole,radiant,37,7,-625.0,-8125.0,19
whole,radiant,37,8,-625.0,-7875.0,327
whole,radiant,37,9,-625.0,-7625.0,3317
whole,radiant,37,10,-625.0,-7375.0,7247
whole,radiant,37,11,-625.0,-7125.0,63
whole,radiant,37,12,-625.0,-6875.0,18
whole,radiant,37,13,-625.0,-6625.0,5
whole,radiant,37,14,-625.0,-6375.0,1
whole,radiant,37,15,-625.0,-6125.0,17
whole,radiant,37,16,-625.0,-5875.0,15
whole,radiant,37,17,-625.0,-5625.0,8
whole,radiant,37,18,-625.0,-5375.0,9
whole,radiant,37,19,-625.0,-5125.0,15
whole,radiant,37,20,-625.0,-4875.0,41
whole,radiant,37,21,-625.0,-4625.0,68
whole,radiant,37,22,-625.0,-4375.0,22
whole,radiant,37,23,-625.0,-4125.0,10
whole,radiant,37,24,-625.0,-3875.0,70
whole,radiant,37,25,-625.0,-3625.0,207
whole,radiant,37,26,-625.0,-3375.0,260
whole,radiant,37,27,-625.0,-3125.0,256
whole,radiant,37,28,-625.0,-2875.0,121
whole,radiant,37,29,-625.0,-2625.0,27
whole,radiant,37,30,-625.0,-2375.0,8
whole,radiant,37,31,-625.0,-2125.0,7
whole,radiant,37,32,-625.0,-1875.0,6
whole,radiant,37,33,-625.0,-1625.0,3
whole,radiant,37,35,-625.0,-1125.0,11
whole,radiant,37,36,-625.0,-875.0,11
whole,radiant,37,37,-625.0,-625.0,67
whole,radiant,37,38,-625.0,-375.0,75
whole,radiant,37,39,-625.0,-125.0,16
whole,radiant,37,40,-625.0,125.0,9
whole,radiant,38,7,-375.0,-8125.0,6
whole,radiant,38,8,-375.0,-7875.0,229
whole,radiant,38,9,-375.0,-7625.0,3473
whole,radiant,38,10,-375.0,-7375.0,9693
whole,radiant,38,11,-375.0,-7125.0,107
whole,radiant,38,12,-375.0,-6875.0,30
whole,radiant,38,13,-375.0,-6625.0,2
whole,radiant,38,14,-375.0,-6375.0,5
whole,radiant,38,15,-375.0,-6125.0,15
whole,radiant,38,16,-375.0,-5875.0,28
whole,radiant,38,17,-375.0,-5625.0,7
whole,radiant,38,18,-375.0,-5375.0,7
whole,radiant,38,19,-375.0,-5125.0,19
whole,radiant,38,20,-375.0,-4875.0,121
whole,radiant,38,21,-375.0,-4625.0,297
whole,radiant,38,22,-375.0,-4375.0,41
whole,radiant,38,23,-375.0,-4125.0,22
whole,radiant,38,24,-375.0,-3875.0,25
whole,radiant,38,25,-375.0,-3625.0,37
whole,radiant,38,26,-375.0,-3375.0,57
whole,radiant,38,27,-375.0,-3125.0,40
whole,radiant,38,28,-375.0,-2875.0,14
whole,radiant,38,29,-375.0,-2625.0,10
whole,radiant,38,30,-375.0,-2375.0,7
whole,radiant,38,31,-375.0,-2125.0,5
whole,radiant,38,32,-375.0,-1875.0,3
whole,radiant,38,33,-375.0,-1625.0,3
whole,radiant,38,34,-375.0,-1375.0,6
whole,radiant,38,35,-375.0,-1125.0,12
whole,radiant,38,36,-375.0,-875.0,18
whole,radiant,38,37,-375.0,-625.0,30
whole,radiant,38,38,-375.0,-375.0,54
whole,radiant,38,39,-375.0,-125.0,67
whole,radiant,38,40,-375.0,125.0,19
whole,radiant,39,6,-125.0,-8375.0,1
whole,radiant,39,7,-125.0,-8125.0,2
whole,radiant,39,8,-125.0,-7875.0,178
whole,radiant,39,9,-125.0,-7625.0,1274
whole,radiant,39,10,-125.0,-7375.0,655
whole,radiant,39,11,-125.0,-7125.0,79
whole,radiant,39,12,-125.0,-6875.0,10
whole,radiant,39,13,-125.0,-6625.0,5
whole,radiant,39,14,-125.0,-6375.0,11
whole,radiant,39,15,-125.0,-6125.0,12
whole,radiant,39,16,-125.0,-5875.0,13
whole,radiant,39,17,-125.0,-5625.0,1
whole,radiant,39,18,-125.0,-5375.0,2
whole,radiant,39,19,-125.0,-5125.0,7
whole,radiant,39,20,-125.0,-4875.0,152
whole,radiant,39,21,-125.0,-4625.0,892
whole,radiant,39,22,-125.0,-4375.0,240
whole,radiant,39,23,-125.0,-4125.0,51
whole,radiant,39,24,-125.0,-3875.0,9
whole,radiant,39,25,-125.0,-3625.0,2
whole,radiant,39,26,-125.0,-3375.0,10
whole,radiant,39,27,-125.0,-3125.0,14
whole,radiant,39,28,-125.0,-2875.0,4
whole,radiant,39,31,-125.0,-2125.0,2
whole,radiant,39,32,-125.0,-1875.0,1
whole,radiant,39,33,-125.0,-1625.0,4
whole,radiant,39,34,-125.0,-1375.0,6
whole,radiant,39,35,-125.0,-1125.0,9
whole,radiant,39,36,-125.0,-875.0,6
whole,radiant,39,38,-125.0,-375.0,15
whole,radiant,39,39,-125.0,-125.0,74
whole,radiant,39,40,-125.0,125.0,55
whole,radiant,40,7,125.0,-8125.0,3
whole,radiant,40,8,125.0,-7875.0,61
whole,radiant,40,9,125.0,-7625.0,487
whole,radiant,40,10,125.0,-7375.0,135
whole,radiant,40,11,125.0,-7125.0,91
whole,radiant,40,12,125.0,-6875.0,29
whole,radiant,40,13,125.0,-6625.0,2
whole,radiant,40,14,125.0,-6375.0,4
whole,radiant,40,15,125.0,-6125.0,76
whole,radiant,40,16,125.0,-5875.0,45
whole,radiant,40,17,125.0,-5625.0,3
whole,radiant,40,18,125.0,-5375.0,2
whole,radiant,40,19,125.0,-5125.0,2
whole,radiant,40,20,125.0,-4875.0,556
whole,radiant,40,21,125.0,-4625.0,2201
whole,radiant,40,22,125.0,-4375.0,419
whole,radiant,40,23,125.0,-4125.0,44
whole,radiant,40,26,125.0,-3375.0,4
whole,radiant,40,27,125.0,-3125.0,2
whole,radiant,40,30,125.0,-2375.0,1
whole,radiant,40,31,125.0,-2125.0,1
whole,radiant,40,32,125.0,-1875.0,1
whole,radiant,40,33,125.0,-1625.0,5
whole,radiant,40,34,125.0,-1375.0,5
whole,radiant,40,35,125.0,-1125.0,6
whole,radiant,40,37,125.0,-625.0,4
whole,radiant,40,38,125.0,-375.0,12
whole,radiant,40,39,125.0,-125.0,32
whole,radiant,40,40,125.0,125.0,72
whole,dire,40,40,125.0,125.0,46
whole,dire,40,41,125.0,375.0,31
whole,dire,40,42,125.0,625.0,17
whole,dire,40,43,125.0,875.0,16
whole,dire,40,44,125.0,1125.0,9
whole,dire,40,45,125.0,1375.0,6
whole,dire,40,46,125.0,1625.0,6
whole,dire,40,47,125.0,1875.0,7
whole,dire,40,48,125.0,2125.0,15
whole,dire,40,49,125.0,2375.0,6
whole,dire,40,50,125.0,2625.0,7
whole,dire,40,51,125.0,2875.0,10
whole,dire,40,52,125.0,3125.0,16
whole,dire,40,53,125.0,3375.0,5
whole,dire,40,54,125.0,3625.0,1
whole,dire,40,55,125.0,3875.0,1
whole,dire,40,56,125.0,4125.0,38
whole,dire,40,57,125.0,4375.0,32
whole,dire,40,58,125.0,4625.0,61
whole,dire,40,59,125.0,4875.0,33
whole,dire,40,60,125.0,5125.0,10
whole,dire,40,61,125.0,5375.0,8
whole,dire,40,62,125.0,5625.0,11
whole,dire,40,63,125.0,5875.0,24
whole,dire,40,64,125.0,6125.0,16
whole,dire,40,65,125.0,6375.0,6
whole,dire,40,66,125.0,6625.0,1
whole,dire,40,67,125.0,6875.0,70
whole,dire,40,68,125.0,7125.0,527
whole,dire,40,69,125.0,7375.0,1352
whole,dire,40,70,125.0,7625.0,2438
whole,dire,40,71,125.0,7875.0,548
whole,dire,40,72,125.0,8125.0,1965
whole,dire,40,73,125.0,8375.0,1575
whole,dire,41,40,375.0,125.0,25
whole,dire,41,41,375.0,375.0,104
whole,dire,41,42,375.0,625.0,92
whole,dire,41,43,375.0,875.0,86
whole,dire,41,44,375.0,1125.0,7
whole,dire,41,45,375.0,1375.0,7
whole,dire,41,46,375.0,1625.0,5
whole,dire,41,47,375.0,1875.0,6
whole,dire,41,48,375.0,2125.0,30
whole,dire,41,49,375.0,2375.0,101
whole,dire,41,50,375.0,2625.0,41
whole,dire,41,51,375.0,2875.0,63
whole,dire,41,52,375.0,3125.0,78
whole,dire,41,53,375.0,3375.0,31
whole,dire,41,54,375.0,3625.0,20
whole,dire,41,55,375.0,3875.0,45
whole,dire,41,56,375.0,4125.0,192
whole,dire,41,57,375.0,4375.0,75
whole,dire,41,58,375.0,4625.0,33
whole,dire,41,59,375.0,4875.0,17
whole,dire,41,60,375.0,5125.0,4
whole,dire,41,61,375.0,5375.0,4
whole,dire,41,62,375.0,5625.0,2
whole,dire,41,63,375.0,5875.0,6
whole,dire,41,64,375.0,6125.0,5
whole,dire,41,65,375.0,6375.0,5
whole,dire,41,67,375.0,6875.0,16
whole,dire,41,68,375.0,7125.0,379
whole,dire,41,69,375.0,7375.0,2335
whole,dire,41,70,375.0,7625.0,13684
whole,dire,41,71,375.0,7875.0,1563
whole,dire,41,72,375.0,8125.0,459
whole,dire,41,73,375.0,8375.0,94
whole,dire,41,74,375.0,8625.0,1
whole,dire,42,40,625.0,125.0,28
whole,dire,42,41,625.0,375.0,84
whole,dire,42,42,625.0,625.0,40
whole,dire,42,43,625.0,875.0,35
whole,dire,42,44,625.0,1125.0,8
whole,dire,42,45,625.0,1375.0,4
whole,dire,42,46,625.0,1625.0,9
whole,dire,42,47,625.0,1875.0,22
whole,dire,42,48,625.0,2125.0,56
whole,dire,42,49,625.0,2375.0,172
whole,dire,42,50,625.0,2625.0,585
whole,dire,42,51,625.0,2875.0,717
whole,dire,42,52,625.0,3125.0,390
whole,dire,42,53,625.0,3375.0,177
whole,dire,42,54,625.0,3625.0,235
whole,dire,42,55,625.0,3875.0,489
whole,dire,42,56,625.0,4125.0,619
whole,dire,42,57,625.0,4375.0,266
whole,dire,42,58,625.0,4625.0,94
whole,dire,42,59,625.0,4875.0,9
whole,dire,42,60,625.0,5125.0,17
whole,dire,42,61,625.0,5375.0,2
whole,dire,42,62,625.0,5625.0,11
whole,dire,42,63,625.0,5875.0,8
whole,dire,42,64,625.0,6125.0,5
whole,dire,42,65,625.0,6375.0,2
whole,dire,42,66,625.0,6625.0,3
whole,dire,42,67,625.0,6875.0,64
whole,dire,42,68,625.0,7125.0,298
whole,dire,42,69,625.0,7375.0,2289
whole,dire,42,70,625.0,7625.0,749
whole,dire,42,71,625.0,7875.0,176
whole,dire,42,72,625.0,8125.0,195
whole,dire,42,73,625.0,8375.0,2
whole,dire,43,40,875.0,125.0,7
whole,dire,43,41,875.0,375.0,31
whole,dire,43,42,875.0,625.0,66
whole,dire,43,43,875.0,875.0,18
whole,dire,43,44,875.0,1125.0,8
whole,dire,43,45,875.0,1375.0,5
whole,dire,43,46,875.0,1625.0,19
whole,dire,43,47,875.0,1875.0,35
whole,dire,43,48,875.0,2125.0,92
whole,dire,43,49,875.0,2375.0,243
whole,dire,43,50,875.0,2625.0,2861
whole,dire,43,51,875.0,2875.0,2882
whole,dire,43,52,875.0,3125.0,809
whole,dire,43,53,875.0,3375.0,199
whole,dire,43,54,875.0,3625.0,273
whole,dire,43,55,875.0,3875.0,1612
whole,dire,43,56,875.0,4125.0,2109
whole,dire,43,57,875.0,4375.0,1254
whole,dire,43,58,875.0,4625.0,431
whole,dire,43,59,875.0,4875.0,135
whole,dire,43,60,875.0,5125.0,29
whole,dire,43,61,875.0,5375.0,5
whole,dire,43,62,875.0,5625.0,6
whole,dire,43,63,875.0,5875.0,22
whole,dire,43,64,875.0,6125.0,7
whole,dire,43,66,875.0,6625.0,2
whole,dire,43,67,875.0,6875.0,4
whole,dire,43,68,875.0,7125.0,58
whole,dire,43,69,875.0,7375.0,1037
whole,dire,43,70,875.0,7625.0,162
whole,dire,43,71,875.0,7875.0,9
whole,dire,43,72,875.0,8125.0,75
whole,dire,43,74,875.0,8625.0,1
whole,dire,44,40,1125.0,125.0,5
whole,dire,44,41,1125.0,375.0,13
whole,dire,44,42,1125.0,625.0,26
whole,dire,44,43,1125.0,875.0,47
whole,dire,44,44,1125.0,1125.0,17
whole,dire,44,45,1125.0,1375.0,24
whole,dire,44,46,1125.0,1625.0,19
whole,dire,44,47,1125.0,1875.0,80
whole,dire,44,48,1125.0,2125.0,199
whole,dire,44,49,1125.0,2375.0,779
whole,dire,44,50,1125.0,2625.0,16700
whole,dire,44,51,1125.0,2875.0,5866
whole,dire,44,52,1125.0,3125.0,2672
whole,dire,44,53,1125.0,3375.0,874
whole,dire,44,54,1125.0,3625.0,755
whole,dire,44,55,1125.0,3875.0,3325
whole,dire,44,56,1125.0,4125.0,14314
whole,dire,44,57,1125.0,4375.0,1775
whole,dire,44,58,1125.0,4625.0,139
whole,dire,44,59,1125.0,4875.0,18
whole,dire,44,60,1125.0,5125.0,15
whole,dire,44,61,1125.0,5375.0,15
whole,dire,44,62,1125.0,5625.0,7
whole,dire,44,63,1125.0,5875.0,13
whole,dire,44,64,1125.0,6125.0,4
whole,dire,44,66,1125.0,6625.0,5
whole,dire,44,68,1125.0,7125.0,14
whole,dire,44,69,1125.0,7375.0,476
whole,dire,44,70,1125.0,7625.0,344
whole,dire,44,71,1125.0,7875.0,19
whole,dire,44,72,1125.0,8125.0,62
whole,dire,44,75,1125.0,8875.0,1
whole,dire,45,40,1375.0,125.0,4
whole,dire,45,41,1375.0,375.0,9
whole,dire,45,42,1375.0,625.0,7
whole,dire,45,43,1375.0,875.0,47
whole,dire,45,44,1375.0,1125.0,20
whole,dire,45,45,1375.0,1375.0,14
whole,dire,45,46,1375.0,1625.0,11
whole,dire,45,47,1375.0,1875.0,8
whole,dire,45,48,1375.0,2125.0,236
whole,dire,45,49,1375.0,2375.0,646
whole,dire,45,50,1375.0,2625.0,3156
whole,dire,45,51,1375.0,2875.0,2221
whole,dire,45,52,1375.0,3125.0,2941
whole,dire,45,53,1375.0,3375.0,2969
whole,dire,45,54,1375.0,3625.0,5341
whole,dire,45,55,1375.0,3875.0,6606
whole,dire,45,56,1375.0,4125.0,5388
whole,dire,45,57,1375.0,4375.0,432
whole,dire,45,58,1375.0,4625.0,109
whole,dire,45,59,1375.0,4875.0,30
whole,dire,45,60,1375.0,5125.0,3
whole,dire,45,61,1375.0,5375.0,6
whole,dire,45,62,1375.0,5625.0,3
whole,dire,45,63,1375.0,5875.0,12
whole,dire,45,64,1375.0,6125.0,14
whole,dire,45,65,1375.0,6375.0,1
whole,dire,45,67,1375.0,6875.0,1
whole,dire,45,68,1375.0,7125.0,5
whole,dire,45,69,1375.0,7375.0,306
whole,dire,45,70,1375.0,7625.0,1567
whole,dire,45,71,1375.0,7875.0,67
whole,dire,45,72,1375.0,8125.0,90
whole,dire,45,73,1375.0,8375.0,4
whole,dire,45,75,1375.0,8875.0,1
whole,dire,46,40,1625.0,125.0,6
whole,dire,46,41,1625.0,375.0,1
whole,dire,46,42,1625.0,625.0,15
whole,dire,46,43,1625.0,875.0,17
whole,dire,46,44,1625.0,1125.0,37
whole,dire,46,45,1625.0,1375.0,18
whole,dire,46,46,1625.0,1625.0,14
whole,dire,46,47,1625.0,1875.0,47
whole,dire,46,48,1625.0,2125.0,39
whole,dire,46,49,1625.0,2375.0,384
whole,dire,46,50,1625.0,2625.0,756
whole,dire,46,51,1625.0,2875.0,232
whole,dire,46,52,1625.0,3125.0,31
whole,dire,46,53,1625.0,3375.0,151
whole,dire,46,54,1625.0,3625.0,775
whole,dire,46,55,1625.0,3875.0,807
whole,dire,46,56,1625.0,4125.0,165
whole,dire,46,57,1625.0,4375.0,79
whole,dire,46,58,1625.0,4625.0,41
whole,dire,46,59,1625.0,4875.0,12
whole,dire,46,60,1625.0,5125.0,1
whole,dire,46,61,1625.0,5375.0,3
whole,dire,46,62,1625.0,5625.0,7
whole,dire,46,63,1625.0,5875.0,18
whole,dire,46,64,1625.0,6125.0,10
whole,dire,46,65,1625.0,6375.0,4
whole,dire,46,66,1625.0,6625.0,4
whole,dire,46,67,1625.0,6875.0,6
whole,dire,46,68,1625.0,7125.0,43
whole,dire,46,69,1625.0,7375.0,138
whole,dire,46,70,1625.0,7625.0,2997
whole,dire,46,71,1625.0,7875.0,1265
whole,dire,46,72,1625.0,8125.0,85
whole,dire,46,75,1625.0,8875.0,2
whole,dire,47,40,1875.0,125.0,10
whole,dire,47,41,1875.0,375.0,2
whole,dire,47,42,1875.0,625.0,7
whole,dire,47,43,1875.0,875.0,9
whole,dire,47,44,1875.0,1125.0,18
whole,dire,47,45,1875.0,1375.0,42
whole,dire,47,46,1875.0,1625.0,12
whole,dire,47,47,1875.0,1875.0,13
whole,dire,47,48,1875.0,2125.0,27
whole,dire,47,49,1875.0,2375.0,79
whole,dire,47,50,1875.0,2625.0,35
whole,dire,47,51,1875.0,2875.0,97
whole,dire,47,52,1875.0,3125.0,24
whole,dire,47,53,1875.0,3375.0,78
whole,dire,47,54,1875.0,3625.0,81
whole,dire,47,55,1875.0,3875.0,183
whole,dire,47,56,1875.0,4125.0,115
whole,dire,47,57,1875.0,4375.0,36
whole,dire,47,58,1875.0,4625.0,22
whole,dire,47,59,1875.0,4875.0,12
whole,dire,47,60,1875.0,5125.0,4
whole,dire,47,61,1875.0,5375.0,2
whole,dire,47,62,1875.0,5625.0,3
whole,dire,47,63,1875.0,5875.0,38
whole,dire,47,64,1875.0,6125.0,5
whole,dire,47,65,1875.0,6375.0,3
whole,dire,47,66,1875.0,6625.0,3
whole,dire,47,67,1875.0,6875.0,8
whole,dire,47,68,1875.0,7125.0,62
whole,dire,47,69,1875.0,7375.0,798
whole,dire,47,70,1875.0,7625.0,1714
whole,dire,47,71,1875.0,7875.0,6737
whole,dire,47,72,1875.0,8125.0,28
whole,dire,47,73,1875.0,8375.0,1
whole,dire,47,74,1875.0,8625.0,1
whole,dire,48,40,2125.0,125.0,4
whole,dire,48,41,2125.0,375.0,1
whole,dire,48,42,2125.0,625.0,5
whole,dire,48,43,2125.0,875.0,6
whole,dire,48,44,2125.0,1125.0,14
whole,dire,48,45,2125.0,1375.0,22
whole,dire,48,46,2125.0,1625.0,17
whole,dire,48,47,2125.0,1875.0,12
whole,dire,48,48,2125.0,2125.0,18
whole,dire,48,49,2125.0,2375.0,13
whole,dire,48,50,2125.0,2625.0,4
whole,dire,48,51,2125.0,2875.0,5
whole,dire,48,52,2125.0,3125.0,10
whole,dire,48,53,2125.0,3375.0,13
whole,dire,48,54,2125.0,3625.0,1
whole,dire,48,55,2125.0,3875.0,18
whole,dire,48,56,2125.0,4125.0,30
whole,dire,48,57,2125.0,4375.0,14
whole,dire,48,58,2125.0,4625.0,10
whole,dire,48,59,2125.0,4875.0,5
whole,dire,48,60,2125.0,5125.0,11
whole,dire,48,61,2125.0,5375.0,7
whole,dire,48,62,2125.0,5625.0,13
whole,dire,48,63,2125.0,5875.0,30
whole,dire,48,64,2125.0,6125.0,6
whole,dire,48,66,2125.0,6625.0,5
whole,dire,48,67,2125.0,6875.0,11
whole,dire,48,68,2125.0,7125.0,106
whole,dire,48,69,2125.0,7375.0,1607
whole,dire,48,70,2125.0,7625.0,3609
whole,dire,48,71,2125.0,7875.0,4988
whole,dire,48,72,2125.0,8125.0,51
whole,dire,48,74,2125.0,8625.0,1
whole,dire,49,40,2375.0,125.0,11
whole,dire,49,41,2375.0,375.0,9
whole,dire,49,42,2375.0,625.0,6
whole,dire,49,43,2375.0,875.0,2
whole,dire,49,44,2375.0,1125.0,1
whole,dire,49,45,2375.0,1375.0,4
whole,dire,49,46,2375.0,1625.0,22
whole,dire,49,47,2375.0,1875.0,89
whole,dire,49,48,2375.0,2125.0,16
whole,dire,49,49,2375.0,2375.0,5
whole,dire,49,50,2375.0,2625.0,2
whole,dire,49,51,2375.0,2875.0,1
whole,dire,49,52,2375.0,3125.0,3
whole,dire,49,53,2375.0,3375.0,2
whole,dire,49,54,2375.0,3625.0,2
whole,dire,49,55,2375.0,3875.0,5
whole,dire,49,56,2375.0,4125.0,6
whole,dire,49,57,2375.0,4375.0,1
whole,dire,49,58,2375.0,4625.0,8
whole,dire,49,59,2375.0,4875.0,3
whole,dire,49,60,2375.0,5125.0,2
whole,dire,49,61,2375.0,5375.0,1
whole,dire,49,62,2375.0,5625.0,8
whole,dire,49,63,2375.0,5875.0,18
whole,dire,49,64,2375.0,6125.0,6
whole,dire,49,65,2375.0,6375.0,1
whole,dire,49,66,2375.0,6625.0,4
whole,dire,49,67,2375.0,6875.0,10
whole,dire,49,68,2375.0,7125.0,95
whole,dire,49,69,2375.0,7375.0,505
whole,dire,49,70,2375.0,7625.0,75
whole,dire,49,71,2375.0,7875.0,5
whole,dire,49,72,2375.0,8125.0,11
whole,dire,49,73,2375.0,8375.0,1
whole,dire,49,76,2375.0,9125.0,1
whole,dire,50,40,2625.0,125.0,16
whole,dire,50,41,2625.0,375.0,6
whole,dire,50,43,2625.0,875.0,2
whole,dire,50,44,2625.0,1125.0,1
whole,dire,50,45,2625.0,1375.0,3
whole,dire,50,46,2625.0,1625.0,6
whole,dire,50,47,2625.0,1875.0,37
whole,dire,50,48,2625.0,2125.0,16
whole,dire,50,49,2625.0,2375.0,15
whole,dire,50,50,2625.0,2625.0,1
whole,dire,50,51,2625.0,2875.0,3
whole,dire,50,52,2625.0,3125.0,1
whole,dire,50,53,2625.0,3375.0,3
whole,dire,50,54,2625.0,3625.0,3
whole,dire,50,55,2625.0,3875.0,4
whole,dire,50,56,2625.0,4125.0,4
whole,dire,50,57,2625.0,4375.0,2
whole,dire,50,59,2625.0,4875.0,2
whole,dire,50,60,2625.0,5125.0,1
whole,dire,50,61,2625.0,5375.0,4
whole,dire,50,62,2625.0,5625.0,3
whole,dire,50,63,2625.0,5875.0,13
whole,dire,50,64,2625.0,6125.0,11
whole,dire,50,66,2625.0,6625.0,1
whole,dire,50,67,2625.0,6875.0,4
whole,dire,50,68,2625.0,7125.0,17
whole,dire,50,69,2625.0,7375.0,134
whole,dire,50,71,2625.0,7875.0,1
whole,dire,50,73,2625.0,8375.0,1
whole,dire,50,75,2625.0,8875.0,1
whole,dire,51,40,2875.0,125.0,16
whole,dire,51,41,2875.0,375.0,1
whole,dire,51,44,2875.0,1125.0,3
whole,dire,51,46,2875.0,1625.0,1
whole,dire,51,47,2875.0,1875.0,10
whole,dire,51,48,2875.0,2125.0,28
whole,dire,51,49,2875.0,2375.0,10
whole,dire,51,50,2875.0,2625.0,2
whole,dire,51,51,2875.0,2875.0,4
whole,dire,51,52,2875.0,3125.0,2
whole,dire,51,53,2875.0,3375.0,2
whole,dire,51,54,2875.0,3625.0,5
whole,dire,51,55,2875.0,3875.0,2
whole,dire,51,56,2875.0,4125.0,1
whole,dire,51,61,2875.0,5375.0,5
whole,dire,51,62,2875.0,5625.0,6
whole,dire,51,63,2875.0,5875.0,6
whole,dire,51,64,2875.0,6125.0,7
whole,dire,51,68,2875.0,7125.0,13
whole,dire,51,69,2875.0,7375.0,17
whole,dire,51,71,2875.0,7875.0,1
whole,dire,51,74,2875.0,8625.0,1
whole,dire,52,40,3125.0,125.0,24
whole,dire,52,41,3125.0,375.0,2
whole,dire,52,42,3125.0,625.0,1
whole,dire,52,43,3125.0,875.0,1
whole,dire,52,44,3125.0,1125.0,4
whole,dire,52,45,3125.0,1375.0,4
whole,dire,52,46,3125.0,1625.0,11
whole,dire,52,47,3125.0,1875.0,2
whole,dire,52,48,3125.0,2125.0,6
whole,dire,52,49,3125.0,2375.0,11
whole,dire,52,50,3125.0,2625.0,11
whole,dire,52,51,3125.0,2875.0,6
whole,dire,52,52,3125.0,3125.0,12
whole,dire,52,53,3125.0,3375.0,4
whole,dire,52,54,3125.0,3625.0,8
whole,dire,52,55,3125.0,3875.0,2
whole,dire,52,58,3125.0,4625.0,1
whole,dire,52,60,3125.0,5125.0,1
whole,dire,52,61,3125.0,5375.0,6
whole,dire,52,62,3125.0,5625.0,13
whole,dire,52,63,3125.0,5875.0,12
whole,dire,52,64,3125.0,6125.0,1
whole,dire,52,65,3125.0,6375.0,1
